POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,0.67,0.47,1.60,56,x03
POS,0,940F,0.70,0.51,1.61,65,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,0.70,0.55,1.61,63,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,0.67,0.56,1.62,83,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,0.64,0.53,1.61,84,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,0.58,0.51,1.63,89,x03
POS,0,940F,0.57,0.55,1.64,84,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,0.56,0.56,1.63,82,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,0.59,0.57,1.65,81,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,0.60,0.54,1.61,56,x03
POS,0,940F,0.61,0.53,1.58,63,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,0.60,0.53,1.69,77,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,0.59,0.52,1.68,91,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,0.63,0.53,1.69,78,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,0.64,0.55,1.72,83,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,0.65,0.57,1.72,81,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,0.65,0.59,1.72,81,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,0.64,0.58,1.69,81,x03
POS,0,940F,0.64,0.56,1.66,74,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,0.65,0.57,1.68,82,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,0.66,0.58,1.69,82,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,0.63,0.59,1.67,82,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,0.59,0.57,1.65,81,x03
POS,0,940F,0.55,0.58,1.63,77,x03
POS,0,940F,0.54,0.58,1.62,84,x03
POS,0,940F,0.50,0.57,1.63,85,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,0.48,0.59,1.62,73,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,0.46,0.59,1.61,78,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,0.45,0.57,1.61,85,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,0.44,0.55,1.59,70,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,0.44,0.54,1.63,97,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,0.43,0.54,1.61,76,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,0.42,0.54,1.60,73,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,0.41,0.55,1.61,84,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,0.40,0.54,1.64,94,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,0.40,0.52,1.62,73,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,0.41,0.52,1.60,75,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,0.41,0.53,1.59,75,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,0.43,0.55,1.58,77,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,0.43,0.55,1.58,77,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,0.43,0.54,1.57,74,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,0.43,0.56,1.56,69,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,0.41,0.60,1.59,73,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
POS,0,940F,nan,nan,nan,0,x03
